Kamba,Petronille,Jason,58281.66,2017-08-10,Completed
Vinte,Roshelle,Paul,68390.52,2017-04-02,Completed
Mydo,Lonna,Fred,245276.68,2016-12-09,Pending
Feedspan,Dalston,Paul,366225.29,2017-04-17,Churn
Fadeo,Sidonia,Fred,358269.99,2016-12-17,Closed
Wordtune,Archie,Paul,342882.42,2017-06-13,Closed
Mynte,Rosemonde,Fred,121844.32,2017-01-03,Closed
Skyba,Elysee,Lara,175680.04,2017-06-02,Churn
Leenti,Roxy,Alexander,475085.31,2017-05-20,Churn
Youspan,Morey,Kelly,443625.12,2017-01-12,Churn
Realfire,Charla,Paul,198349.22,2017-07-27,Completed
Voonyx,Perren,Fred,408350.10,2017-05-17,Closed
Vidoo,Kelly,Fred,75005.54,2017-01-04,Initial
Yambee,Fabien,Fred,37870.69,2016-12-13,Initial
Skiba,Bethena,Paul,42401.00,2017-07-18,Churn
Gabvine,Klara,Fred,11606.73,2017-09-30,Pending
Kaymbo,Myrah,Fred,478734.12,2017-09-16,Pending
Omba,Marie,Fred,325682.55,2017-05-09,Pending
Wikizz,Ashlie,Fred,55488.23,2017-06-23,Initial
Mudo,Isabella,Paul,313532.72,2016-12-27,Closed
Twinte,Nikki,Lara,273095.60,2017-01-06,Initial
Ntags,Claretta,Alexander,385022.88,2017-07-18,Initial
Demizz,Fawnia,Alexander,203039.82,2017-03-01,Initial
Midel,Hayyim,Alexander,121638.77,2017-10-05,Initial
Topicstorm,Wilmer,Alexander,48455.83,2017-09-04,Closed
Rhyloo,Brett,Kelly,319943.87,2016-12-07,Initial
Skippad,Lenard,Jason,91209.43,2017-06-13,Initial
Youbridge,Cassaundra,Fred,61735.08,2017-10-05,Initial
Riffpedia,Chelsae,Paul,470332.17,2017-06-12,Initial
Voolia,Virgil,Alexander,314722.92,2017-08-11,Pending
Feedbug,Merwin,Kelly,420725.56,2017-01-20,Completed
DabZ,Lee,Paul,342264.01,2017-04-14,Pending
Livefish,Tuckie,Alexander,112439.78,2016-11-14,Churn
Shufflebeat,Querida,Lara,13898.26,2016-11-11,Pending
Topdrive,Balduin,Jason,169826.29,2017-07-17,Churn
Einti,Marcille,Paul,199466.02,2017-02-15,Churn
Mybuzz,Shawn,Paul,217655.28,2016-10-26,Completed
Tagopia,Munroe,Alexander,81846.89,2017-10-13,Closed
Fivebridge,Emalia,Paul,421997.00,2017-04-03,Churn
Plambee,Ronnie,Jason,439840.26,2017-04-29,Initial
Meeveo,Zita,Jason,101826.52,2017-07-10,Pending
Fivechat,Herbie,Jason,12493.55,2016-10-21,Closed
Vidoo,Fields,Paul,44808.44,2017-03-26,Pending
Trudeo,Lucinda,Fred,283940.27,2017-02-15,Churn
Skiba,Idette,Paul,451976.37,2017-01-15,Pending
Youbridge,Shannon,Fred,201654.22,2017-06-05,Closed
Cogilith,Thane,Paul,410800.08,2016-11-03,Initial
Omba,Kacey,Jason,214124.67,2016-12-07,Pending
Agivu,Josee,Paul,321653.90,2017-02-17,Initial
Yakitri,Ruby,Fred,348365.12,2017-02-11,Churn
Geba,Geraldine,Fred,467567.39,2017-06-23,Initial
Blognation,Sloan,Lara,79854.16,2016-10-22,Initial
Bubbletube,Nickolaus,Alexander,498228.49,2017-06-20,Completed
Thoughtbeat,Ina,Lara,269429.03,2017-03-09,Pending
JumpXS,Hilary,Lara,57223.45,2017-04-18,Closed
Ooba,Evangelina,Lara,198156.44,2017-10-17,Closed
Buzzbean,Adelaida,Paul,114378.70,2017-07-12,Closed
Photobean,Neel,Paul,278251.24,2017-02-13,Pending
Yozio,Ula,Lara,173291.20,2017-06-08,Completed
JumpXS,Tessie,Alexander,249913.38,2017-07-31,Completed
Zoombox,Dennie,Lara,247182.57,2017-03-19,Churn
Myworks,Brennan,Jason,406214.08,2017-03-18,Completed
Twitterwire,Perrine,Kelly,115971.74,2016-11-13,Initial
Aivee,Rona,Fred,408624.27,2016-11-23,Churn
Shuffledrive,Fancy,Kelly,270305.97,2017-07-17,Completed
Voolith,Garrik,Paul,71264.74,2017-06-25,Completed
Rooxo,Poul,Lara,21044.93,2017-08-17,Closed
Eimbee,Roscoe,Lara,264629.30,2017-08-09,Completed
Skibox,Portia,Paul,402978.68,2017-03-03,Pending
Feedfire,Yelena,Paul,66881.38,2017-06-05,Closed
Katz,Pippo,Jason,330282.45,2017-02-18,Completed
Photospace,Eadie,Lara,36393.70,2017-02-10,Initial
Buzzdog,Roselia,Fred,145681.64,2017-10-18,Churn
Midel,Allis,Jason,370714.62,2017-01-12,Pending
Demivee,Dean,Jason,97647.59,2017-05-24,Initial
Riffpedia,Nikolai,Fred,404503.38,2016-12-03,Initial
Blogpad,Nert,Fred,240590.25,2016-11-04,Pending
Oyope,Welbie,Alexander,438357.64,2017-10-05,Churn
Edgeclub,Bella,Alexander,238748.38,2016-12-07,Initial
Jaloo,Orlan,Alexander,498732.78,2016-11-17,Completed
Topicshots,Othilia,Paul,388481.78,2017-10-06,Pending
Photolist,Caitrin,Jason,241981.26,2017-09-22,Closed
Zoozzy,Chico,Kelly,309823.64,2016-10-24,Completed
Oyondu,Cristionna,Paul,99850.26,2017-01-26,Churn
Gabspot,Blaire,Paul,332685.99,2017-09-24,Completed
Ailane,Kary,Fred,274414.31,2017-08-19,Churn
Yozio,Alameda,Paul,249191.47,2017-02-17,Completed
Youtags,Richart,Fred,94865.27,2017-09-01,Initial
Zooveo,Levon,Paul,423356.31,2016-12-02,Initial
Blogspan,Ashien,Kelly,105308.70,2017-06-29,Closed
Meembee,Ellary,Jason,157522.87,2016-12-21,Pending
Edgetag,Patrizia,Kelly,396596.06,2017-09-09,Closed
Roomm,Silvia,Alexander,455354.71,2017-07-06,Churn
Jetwire,Jeremy,Kelly,429255.54,2017-04-26,Closed
Yakijo,Valida,Kelly,181278.96,2017-01-13,Churn
Vinte,Britteny,Paul,304477.14,2017-04-05,Pending
Skivee,Wilmer,Lara,25496.68,2017-07-28,Pending
Meetz,Rickert,Paul,199671.09,2016-11-08,Churn
Rhybox,Ahmed,Fred,190682.92,2017-06-10,Initial
Mymm,Rahel,Paul,15363.31,2017-03-08,Churn
Shufflebeat,Katuscha,Alexander,174785.58,2017-08-16,Churn
Skipfire,Nataniel,Fred,152332.14,2017-10-12,Churn
Yotz,Bogey,Lara,176875.70,2017-02-23,Churn
Roodel,Arnuad,Fred,193924.03,2017-07-05,Completed
Linkbuzz,Maryanna,Lara,103225.53,2016-10-24,Pending
Tambee,Mechelle,Jason,263532.12,2017-09-16,Initial
Katz,Clerc,Jason,78063.89,2017-10-06,Completed
Jazzy,Richardo,Lara,334775.25,2017-10-03,Closed
Gigabox,Salomon,Kelly,122175.93,2016-11-13,Completed
Devshare,Dusty,Lara,79272.09,2017-08-30,Closed
Browseblab,Gustav,Kelly,485356.27,2017-07-10,Completed
Devpulse,Josefa,Alexander,222782.15,2017-02-03,Completed
Quatz,Jorey,Lara,258834.76,2017-03-29,Closed
Skinte,Ase,Jason,79209.61,2016-11-27,Churn
Gabspot,Kassandra,Lara,89921.19,2016-12-08,Initial
Riffpedia,Jeddy,Alexander,275318.44,2017-09-30,Closed
Youfeed,Ryun,Jason,291192.67,2017-01-06,Completed
Skiptube,Lonny,Jason,3113.50,2017-09-19,Completed
Yakitri,Sigismund,Kelly,157106.65,2017-07-01,Closed
Quaxo,Lay,Jason,133566.67,2016-10-31,Closed
Youtags,Corbin,Jason,484339.45,2017-05-12,Churn
Fanoodle,Jammie,Kelly,61242.21,2017-04-16,Pending
Brainverse,Zeke,Lara,83149.03,2017-05-11,Initial
Yata,Halli,Lara,314204.13,2017-02-05,Pending
Shufflebeat,Jeromy,Alexander,321690.43,2016-11-21,Pending
Yoveo,Florrie,Fred,360472.48,2017-09-28,Initial
Topicblab,Mariel,Kelly,109630.43,2016-11-18,Closed
Midel,Briney,Fred,250845.66,2017-01-19,Closed
Mita,Mikel,Lara,276559.37,2016-10-29,Completed
Topdrive,Hanny,Kelly,152846.93,2017-01-15,Initial
Meetz,Wood,Fred,227458.50,2017-08-26,Initial
Wikibox,Von,Jason,104224.21,2017-05-13,Completed
Brainsphere,Row,Jason,482285.27,2017-05-07,Initial
Vinder,Cordell,Alexander,92818.63,2017-09-18,Completed
Oba,Dorella,Lara,325479.75,2017-06-24,Initial
Bluezoom,Egbert,Fred,100120.87,2017-02-19,Closed
Cogidoo,Onfroi,Jason,375475.28,2017-10-11,Initial
Dabtype,Forrester,Kelly,44564.91,2017-10-15,Initial
Photolist,Jo-ann,Kelly,274990.69,2017-01-19,Completed
Shufflester,Boot,Alexander,355404.13,2016-12-02,Completed
Skibox,Rosanne,Alexander,331843.83,2017-03-15,Initial
Skalith,Ki,Fred,7265.33,2017-10-18,Churn
Gigazoom,Verne,Alexander,172545.62,2017-01-06,Initial
Twimbo,Charisse,Lara,363442.59,2017-10-03,Closed
Cogibox,Ferrell,Jason,312634.75,2016-10-26,Initial
Oyonder,Roch,Paul,100276.16,2016-12-02,Pending
Thoughtsphere,Charmian,Jason,317772.19,2017-08-17,Completed
Twinte,Codee,Paul,167793.98,2017-10-05,Churn
Skimia,Michaelina,Paul,412017.74,2016-10-25,Closed
Digitube,Orlando,Kelly,243997.78,2017-03-25,Closed
Eayo,Elvina,Kelly,499858.87,2016-12-23,Churn
Gigabox,Jeanine,Lara,269884.46,2017-04-16,Pending
Fiveclub,Horst,Kelly,145872.72,2017-02-21,Closed
Linkbuzz,Calvin,Kelly,489562.44,2016-11-12,Closed
Zoomzone,Salim,Lara,39991.60,2017-07-02,Closed
Reallinks,Sybil,Fred,284036.96,2016-11-02,Closed
Skyndu,Brucie,Paul,454632.28,2017-09-12,Completed
Fatz,Siouxie,Alexander,157189.04,2016-11-29,Closed
Eayo,Kimberlee,Lara,128338.20,2017-10-12,Churn
Oyoba,Courtney,Fred,12257.71,2017-04-06,Pending
Trudeo,Tyne,Paul,355438.67,2017-09-09,Initial
Zoomlounge,Jarad,Lara,65260.25,2017-07-05,Pending
Edgeclub,Jeri,Alexander,232837.93,2017-09-17,Churn
Browseblab,Courtenay,Alexander,364935.47,2017-08-14,Completed
Fivespan,Hatti,Paul,476558.95,2017-01-09,Initial
Voomm,Sigismond,Fred,433344.45,2017-03-13,Pending
Yamia,Moritz,Fred,309725.03,2016-11-13,Completed
Ntags,Des,Kelly,222920.90,2016-12-04,Initial
Katz,Ruben,Lara,409134.98,2016-12-23,Closed
Yakidoo,Larina,Kelly,114945.55,2017-01-14,Pending
Wordify,Lurette,Kelly,369679.57,2016-12-02,Closed
Zoonder,Coop,Fred,138096.31,2017-06-07,Initial
Devbug,Myrwyn,Fred,272270.91,2016-10-31,Initial
Edgetag,Brynne,Fred,225433.26,2017-08-18,Completed
Skivee,Cordi,Lara,219121.21,2017-03-03,Pending
Yambee,Cesar,Alexander,219652.04,2017-01-01,Churn
Youopia,Roshelle,Alexander,195364.84,2017-04-10,Churn
Plajo,Melanie,Jason,152897.84,2017-03-29,Completed
Jaloo,Blake,Jason,468558.90,2017-04-24,Closed
Plajo,Sam,Kelly,136637.11,2017-03-05,Pending
Einti,Rochell,Paul,342768.19,2017-09-02,Completed
Fanoodle,Rog,Lara,148095.62,2017-09-11,Initial
Blogspan,Fred,Paul,260698.63,2016-12-04,Initial
Riffpath,Saunderson,Paul,16783.70,2017-10-06,Pending
Miboo,Lanae,Alexander,257146.27,2017-07-07,Pending
Wordpedia,Joice,Jason,80760.13,2017-01-02,Closed
Mybuzz,Morgun,Paul,470967.81,2017-09-10,Closed
Brainlounge,Adelina,Fred,64299.01,2017-01-09,Completed
Jaxspan,Kathlin,Paul,389570.89,2017-01-19,Closed
Edgepulse,Jake,Alexander,200365.77,2016-12-31,Pending
Wordware,Cal,Kelly,359978.80,2017-04-07,Churn
Thoughtsphere,Willow,Jason,61484.32,2017-02-08,Closed
Geba,Joela,Alexander,130489.55,2017-05-25,Churn
Oodoo,Bambi,Kelly,177451.16,2017-01-18,Closed
Zooxo,Yorgo,Lara,208650.51,2017-07-20,Completed
Yoveo,Angel,Lara,203494.74,2017-05-10,Closed
JumpXS,Cristina,Lara,65868.55,2017-04-28,Initial
Avaveo,Harrison,Alexander,423891.46,2017-07-12,Completed
Topiczoom,Lee,Jason,15614.57,2017-07-02,Churn
Oozz,Ray,Kelly,405390.97,2017-03-17,Initial
Twiyo,Jenifer,Paul,293406.57,2017-09-28,Pending
Edgewire,Jamie,Alexander,304124.18,2017-07-27,Initial
Realcube,Joellyn,Fred,61320.71,2017-01-24,Closed
Jaxnation,Charley,Kelly,447057.98,2017-08-16,Initial
Wordify,Khalil,Lara,298071.92,2016-12-06,Initial
Rhyzio,Remington,Lara,269647.98,2017-01-23,Churn
Eayo,Moina,Alexander,460529.04,2016-12-04,Initial
Ntag,Codee,Alexander,12523.05,2017-05-27,Completed
Youspan,Agathe,Paul,447937.11,2017-03-04,Pending
Devpulse,Rockey,Paul,322437.29,2017-02-19,Churn
Jabbercube,Cyrille,Alexander,405800.09,2016-12-09,Churn
Trupe,Red,Jason,161197.92,2016-12-18,Pending
Roomm,Chiquia,Kelly,51339.10,2017-05-31,Closed
Devbug,Concordia,Lara,209064.81,2017-09-25,Churn
Zoombox,Conroy,Kelly,250720.04,2016-11-07,Churn
Zazio,Faina,Jason,299661.50,2017-08-26,Completed
Meezzy,Si,Alexander,101066.15,2017-06-11,Completed
Innotype,Flory,Jason,416875.46,2017-07-10,Initial
Agivu,Rollins,Kelly,281123.41,2017-09-11,Initial
Myworks,Damita,Jason,167827.94,2017-04-03,Pending
Trilith,Meredith,Kelly,480990.23,2017-06-09,Completed
Snaptags,Michelina,Lara,258509.82,2017-01-12,Closed
Photojam,Cinda,Jason,330942.59,2017-01-29,Closed
Jaxworks,Carlo,Jason,299958.25,2016-12-01,Pending
Gabcube,Vivien,Lara,299188.94,2017-10-11,Pending
Kimia,Lissi,Jason,18769.56,2016-11-13,Pending
Mybuzz,Mario,Fred,29848.32,2016-12-30,Completed
Fanoodle,Lovell,Jason,30913.29,2017-06-28,Initial
Tambee,Hollis,Lara,342470.68,2016-12-05,Completed
Feedfish,Nadiya,Lara,165970.60,2017-09-15,Churn
Centimia,Atlanta,Alexander,230229.63,2017-01-29,Closed
Jaxnation,Marnia,Lara,462961.15,2016-12-13,Initial
Fliptune,Allyn,Alexander,495169.90,2016-12-24,Completed
Quamba,Wit,Paul,150496.68,2016-12-20,Churn
Meedoo,David,Lara,199815.22,2017-06-11,Churn
Kaymbo,Shaine,Kelly,450245.38,2017-07-28,Churn
Leenti,Birk,Alexander,102960.03,2016-12-03,Churn
Brainverse,Gilberto,Jason,73735.97,2017-03-02,Pending
Wikizz,Clemente,Lara,432105.76,2017-04-03,Pending
Dabfeed,Elwyn,Paul,405997.56,2016-11-16,Churn
Skidoo,Mic,Fred,140680.75,2017-06-11,Pending
Skiba,Jeromy,Alexander,141230.55,2017-03-09,Completed
Wikivu,Ryon,Fred,353441.26,2017-05-15,Completed
Eare,Sharyl,Alexander,96462.42,2017-06-16,Pending
Fivespan,Coretta,Kelly,395140.88,2017-04-28,Churn
Blogpad,Mag,Kelly,99684.58,2017-07-19,Closed
Twitterworks,Piper,Paul,14983.98,2016-12-19,Initial
Devify,Kenton,Paul,234175.85,2017-06-15,Completed
Realblab,Ros,Lara,304389.50,2016-11-06,Pending
Trilia,Engelbert,Lara,98901.35,2016-11-27,Completed
Gevee,Genevra,Kelly,333252.20,2017-08-15,Closed
Aimbu,Felicle,Kelly,54820.48,2017-01-07,Pending
Dabvine,Annabela,Lara,68646.75,2017-01-21,Closed
Livepath,Gamaliel,Fred,218530.67,2016-12-24,Closed
Aivee,Wynne,Kelly,207010.12,2017-03-15,Churn
Feednation,Mair,Fred,266046.45,2017-05-24,Initial
Zoomdog,Odetta,Jason,220374.37,2017-04-24,Pending
Tambee,Aldous,Paul,25430.01,2017-01-18,Closed
Browsetype,Hedwiga,Paul,160711.80,2017-07-11,Closed
Zooveo,Eveleen,Paul,277535.61,2017-02-03,Initial
Riffwire,Valdemar,Fred,400078.69,2016-12-12,Churn
Thoughtworks,Arlin,Lara,457633.42,2017-07-18,Closed
Skimia,Forster,Alexander,121303.84,2017-04-02,Churn
Yombu,Nero,Alexander,249429.14,2017-10-05,Pending
Twitterbeat,Marys,Kelly,102193.59,2017-09-22,Closed
Realcube,Chane,Jason,17309.15,2017-05-26,Churn
Twiyo,Georgeanna,Paul,388787.65,2017-04-06,Initial
Yombu,Alina,Paul,338944.87,2017-06-29,Initial
Realbridge,Sosanna,Jason,273975.24,2017-01-08,Completed
Voomm,Sashenka,Paul,316936.38,2017-04-21,Churn
LiveZ,Alexi,Paul,370263.97,2017-10-14,Initial
Jayo,Kearney,Fred,433722.41,2017-10-11,Closed
Mynte,Hirsch,Paul,19228.93,2017-03-18,Closed
Realcube,Raf,Paul,219220.45,2017-08-01,Completed
Meetz,Dilly,Alexander,228255.13,2017-08-05,Churn
Blogtag,Emerson,Kelly,378550.52,2017-06-19,Initial
Wikizz,Jaime,Kelly,202579.83,2017-09-25,Closed
Flashspan,Lauritz,Fred,2319.45,2017-02-05,Churn
Buzzster,Boris,Alexander,12072.63,2016-10-22,Closed
Zoombox,Athena,Alexander,57708.10,2017-02-24,Pending
Mydeo,Carl,Lara,13728.40,2017-02-28,Completed
Dabjam,Bryanty,Alexander,41458.80,2017-05-07,Churn
Riffpath,Morrie,Lara,329060.24,2017-08-13,Closed
Livepath,Melisande,Paul,100179.87,2017-05-27,Churn
Edgeclub,Arlie,Lara,244642.74,2017-06-09,Pending
Voomm,Frankie,Paul,121501.55,2017-01-10,Pending
Demizz,Rae,Paul,13110.54,2017-05-23,Churn
Reallinks,Corella,Fred,50469.64,2016-12-28,Closed
Avamm,Lorne,Alexander,440160.99,2017-02-21,Pending
Kwinu,Loralee,Kelly,101649.05,2017-04-21,Initial
Jayo,Danica,Fred,483850.99,2017-02-26,Churn
Oyoba,Jeramie,Lara,352740.72,2017-01-14,Completed
Centidel,Hedda,Jason,308317.06,2017-10-09,Closed
Divavu,Artemas,Jason,426633.41,2017-01-03,Closed
Rhyloo,Gabriel,Fred,372370.16,2017-07-17,Initial
Edgewire,Britteny,Alexander,402086.54,2016-11-21,Closed
Zoomzone,Ortensia,Paul,103209.79,2016-12-22,Initial
Gabcube,Elwira,Fred,58300.10,2017-07-02,Closed
Agimba,Trescha,Alexander,292336.05,2016-12-05,Initial
Dynabox,Chase,Kelly,349260.68,2017-02-06,Initial
Rooxo,Delphinia,Paul,397.28,2017-08-27,Completed
Kimia,Margret,Kelly,368494.00,2017-05-26,Pending
Trilith,Ario,Jason,405220.77,2016-11-17,Initial
Kwideo,Lilli,Alexander,317637.45,2017-07-23,Pending
Meembee,Jarrid,Lara,1544.04,2017-06-20,Churn
Dabtype,Christoffer,Jason,334239.60,2016-12-15,Closed
Camido,Batholomew,Kelly,424613.19,2017-10-03,Completed
Bluezoom,Glenden,Lara,312935.46,2016-11-21,Initial
BlogXS,Haily,Paul,99869.66,2016-10-31,Initial
Oyoba,Padgett,Paul,422247.18,2017-03-01,Pending
Devpulse,Keen,Paul,463086.88,2017-06-13,Completed
Yombu,Josie,Paul,34412.91,2016-12-13,Initial
Einti,Brita,Alexander,52230.09,2017-03-18,Pending
Trilith,Arel,Alexander,296747.41,2017-06-20,Initial
Edgeify,Shaylynn,Lara,412600.87,2017-06-08,Initial
Brightbean,Kellie,Alexander,355457.47,2017-08-02,Completed
Jabbercube,Dina,Kelly,175467.93,2017-03-07,Churn
Jetpulse,Mora,Lara,24979.30,2017-03-28,Churn
Oozz,Polly,Lara,15027.14,2017-09-07,Pending
Tekfly,Kristyn,Paul,184087.38,2017-04-17,Completed
Flashspan,Petunia,Fred,250658.32,2017-07-21,Completed
Twitterworks,Ferrel,Kelly,2431.10,2016-12-11,Closed
Meevee,Kevina,Paul,162021.97,2017-05-18,Pending
Feedbug,Hillery,Alexander,412953.06,2017-10-15,Completed
Skyvu,Friedrick,Fred,234021.07,2017-02-19,Completed
Realbridge,Ransell,Jason,485987.80,2017-07-23,Completed
Yodoo,Jobina,Alexander,207025.59,2017-10-08,Closed
Photobug,Raphael,Jason,120081.30,2016-11-26,Churn
Dynazzy,Gearalt,Lara,379511.36,2017-08-28,Churn
Thoughtblab,Kenna,Jason,264882.39,2017-07-26,Initial
Vinder,Anders,Alexander,20390.60,2017-03-08,Closed
Edgepulse,Trevar,Alexander,198204.72,2017-03-11,Churn
Jaxnation,Hollis,Alexander,215731.63,2016-10-20,Closed
Thoughtmix,Salim,Fred,454765.26,2017-03-25,Closed
Linklinks,Jesse,Paul,475303.18,2017-04-13,Initial
Quinu,Dex,Fred,169830.11,2017-06-25,Closed
Twitterwire,Ray,Paul,416566.52,2016-10-22,Completed
Yotz,Glenda,Fred,66730.76,2017-01-28,Pending
Blogspan,Trish,Kelly,400807.67,2017-04-30,Pending
Youopia,Si,Lara,273602.40,2017-01-30,Pending
Plajo,Martie,Lara,188678.18,2017-03-19,Completed
Flashspan,Modestine,Lara,449101.42,2017-06-05,Closed
Jaxspan,Rosalia,Fred,209768.61,2017-10-10,Churn
Topiclounge,Paige,Jason,141513.17,2017-01-14,Closed
Skalith,Tim,Alexander,288562.67,2016-12-18,Pending
Quire,Farleigh,Kelly,63306.73,2017-09-09,Initial
Fliptune,Liv,Fred,209187.94,2017-01-22,Closed
Fivechat,Reagan,Fred,53986.31,2017-06-04,Churn
Jabberbean,Drucie,Lara,144587.15,2017-03-05,Completed
Skidoo,Mathilde,Paul,287413.56,2017-03-04,Closed
Realpoint,Trstram,Alexander,109645.82,2017-07-15,Initial
Gabtune,Renata,Jason,360239.15,2017-08-12,Churn
Wordware,Kahaleel,Fred,413692.36,2017-01-27,Closed
Rooxo,Leland,Paul,224137.43,2017-10-08,Initial
Yambee,Elihu,Alexander,117599.25,2017-01-26,Churn
Zoovu,Elden,Jason,295422.49,2017-07-18,Closed
Oyondu,Dorey,Lara,406691.78,2017-01-15,Closed
Yoveo,Alvy,Kelly,29313.79,2017-08-02,Churn
Buzzbean,Linda,Kelly,210887.88,2017-09-28,Closed
Zoonder,Dicky,Fred,483910.97,2017-09-04,Churn
Riffpath,Amaleta,Fred,346983.92,2017-03-19,Churn
Devpulse,Emelen,Jason,383144.56,2016-12-08,Initial
Fanoodle,Saundra,Alexander,468968.92,2016-11-26,Initial
Jazzy,Danila,Fred,224415.86,2017-08-07,Pending
Devpoint,Giselbert,Paul,59040.71,2017-10-13,Pending
Kwideo,Sylvester,Paul,147837.59,2017-05-15,Pending
Aivee,Rosamond,Lara,254828.81,2017-09-18,Completed
Bubblebox,Bill,Paul,313146.73,2017-05-26,Churn
Youspan,Sherry,Alexander,177454.37,2016-12-30,Completed
Snaptags,Dunn,Kelly,91078.02,2016-11-01,Initial
Demizz,Brittani,Paul,280417.88,2017-07-23,Churn
Jabberbean,Vi,Lara,462853.68,2017-05-17,Completed
Livepath,Odelle,Jason,78507.51,2017-01-11,Completed
Dabshots,Gayle,Jason,53014.51,2016-12-31,Initial
Yodel,Kasper,Kelly,248060.09,2017-09-27,Pending
Brightbean,Nikki,Jason,219945.54,2017-08-27,Churn
Fadeo,Ferdinande,Jason,5155.23,2017-05-12,Completed
Skaboo,Dale,Jason,215107.43,2017-04-03,Closed
Trudoo,Leo,Fred,482708.49,2017-10-02,Pending
Abata,Randell,Paul,244786.88,2017-03-06,Pending
Yamia,Lind,Paul,68509.98,2016-11-16,Pending
Cogidoo,Kriste,Kelly,340913.74,2017-08-31,Pending
Yoveo,Hugues,Paul,89073.04,2017-01-27,Churn
Centimia,Veronica,Paul,339320.41,2017-05-12,Closed
Skivee,Latia,Fred,358922.97,2016-12-08,Closed
Topicware,Robenia,Fred,432572.05,2017-09-23,Churn
Dabshots,Ford,Paul,166210.54,2017-08-06,Initial
Topiczoom,Carlita,Alexander,278660.96,2016-12-03,Completed
Oyoloo,Gottfried,Paul,128089.47,2017-09-22,Churn
Camido,Carlie,Paul,491481.62,2017-04-14,Completed
Twimm,Shantee,Alexander,281770.46,2017-09-23,Churn
Babbleset,Rachele,Alexander,56380.10,2016-10-21,Initial
Divavu,Josy,Fred,444387.94,2017-07-23,Closed
Eazzy,Gerrie,Alexander,152875.34,2017-08-09,Completed
Jabbersphere,Wilfred,Jason,183161.77,2017-04-09,Completed
Realbuzz,Shandra,Jason,387442.14,2017-04-03,Completed
Yabox,Ivar,Paul,408620.44,2016-12-17,Closed
Buzzdog,Gamaliel,Jason,433488.74,2017-02-19,Pending
Leexo,Shelbi,Paul,207009.78,2017-02-22,Closed
Nlounge,Jule,Lara,417623.85,2017-03-13,Initial
Omba,Martie,Jason,183121.81,2017-03-03,Closed
Blogtag,Maurita,Fred,114024.91,2017-01-07,Churn
Pixoboo,Aland,Fred,61036.80,2017-03-30,Initial
Mita,Carly,Fred,455204.97,2017-03-16,Completed
Flashpoint,Inger,Paul,203560.12,2017-06-03,Completed
Agivu,Blair,Fred,206720.01,2017-09-07,Churn
Kwimbee,Suzann,Fred,292911.22,2017-03-17,Initial
Photolist,Lenee,Fred,30747.42,2017-08-05,Closed
Cogilith,Tommi,Jason,298457.96,2016-11-24,Closed
Oyope,Karita,Lara,370286.57,2017-10-08,Initial
Quinu,Lianne,Lara,226413.53,2017-06-02,Churn
Yozio,Leonelle,Fred,464095.88,2017-09-24,Churn
Yodel,Marline,Lara,427781.57,2017-05-17,Completed
Zoomdog,Koral,Fred,268880.73,2017-10-15,Closed
Kayveo,Bert,Lara,498602.33,2017-10-07,Initial
Trudoo,Almira,Paul,491477.35,2017-04-26,Completed
Jabbercube,Marlo,Paul,467819.73,2016-12-20,Closed
Abata,Edd,Fred,255556.89,2017-02-19,Churn
Teklist,Philbert,Alexander,282965.78,2017-04-27,Pending
Yambee,Shanda,Alexander,149899.73,2017-01-21,Initial
Linkbuzz,Barret,Jason,113606.85,2017-08-15,Closed
Shufflebeat,Alasdair,Kelly,488453.59,2017-02-02,Completed
Lajo,Palmer,Jason,62852.60,2017-09-30,Churn
Thoughtbridge,Ursuline,Paul,285035.61,2017-03-27,Pending
Kimia,Cob,Kelly,57821.54,2017-06-05,Initial
Cogibox,Kenyon,Kelly,394196.08,2017-01-29,Completed
Nlounge,Garvey,Kelly,362956.68,2017-08-06,Closed
Gabcube,Ora,Lara,154914.36,2017-04-24,Initial
Jabbersphere,Dara,Fred,81282.86,2017-09-10,Initial
Pixonyx,Ozzy,Jason,95845.16,2017-04-12,Closed
Abatz,Catrina,Kelly,347674.90,2016-12-24,Closed
Twitterbridge,Ginger,Lara,311629.69,2017-07-16,Closed
Dabtype,Blair,Lara,103496.47,2016-11-23,Pending
Skaboo,Kermie,Alexander,240405.32,2017-10-18,Churn
Voonyx,Winna,Alexander,192277.33,2017-09-11,Closed
Tavu,Cassi,Lara,232805.36,2016-12-26,Completed
Riffpath,Gail,Fred,194806.97,2017-03-24,Completed
Pixonyx,Jervis,Alexander,177737.65,2017-09-07,Closed
Cogidoo,Shari,Fred,231812.05,2017-02-22,Closed
Voonder,Harland,Lara,154012.99,2017-05-14,Closed
Voolith,Conant,Lara,164869.51,2017-02-18,Churn
Kayveo,Dominique,Alexander,166521.31,2017-03-05,Churn
Meevee,Cobb,Paul,140399.00,2016-11-19,Closed
Youspan,Serene,Paul,220246.52,2017-04-19,Pending
Quire,Bronnie,Lara,225183.35,2016-12-24,Churn
Skyvu,Zacharia,Kelly,77989.27,2016-12-17,Completed
Meejo,Anne,Paul,439992.22,2017-03-16,Completed
Wikibox,Currie,Jason,164008.76,2017-02-04,Completed
Realcube,Natty,Fred,377167.11,2017-08-12,Churn
Buzzshare,Forrester,Paul,157278.94,2017-09-11,Churn
Devcast,Stanford,Paul,325293.94,2017-04-13,Closed
